"Id";"Id Siecle";"Type";"Nom";"Prénom";"Login";"Alias de login";"Code d'activation";"Fonction(s)";"Structure(s)";"Classe(s)";"Enfant(s)";"Parent(s)"
"745731";"";"Parent";"HOULIHAN001";"Kaiden";"kaiden.houlihan001";"kaiden.houlihan001";"mwd4ztmh";"";"LGT-BREQUIGNY-RENNES";"T02";"Loé AGIL001";""
"2219";"";"Parent";"HOULIHAN001";"Pavel";"pavel.houlihan001";"pavel.houlihan001";"zxsvcbdd";"";"LGT-BREQUIGNY-RENNES";"BTS1SAM";"Jihenne FRANZONI001";""
"1962145";"";"Parent";"HOURIGAN001";"Drian";"drian.hourigan001";"drian.hourigan001";"ynbfws9e";"";"LGT-BREQUIGNY-RENNES";"104";"Meaghan STRINGER001";""
"510995";"";"Parent";"HOURIGAN001";"Iliane";"iliane.hourigan001";"iliane.hourigan001";"7epamfb6";"";"LGT-BREQUIGNY-RENNES";"TST2S1";"Lola-Rose KANSAYE001";""
"1273405";"";"Parent";"HOURIGAN001";"Laouenan";"laouenan.hourigan001";"laouenan.hourigan001";"wrgkzstf";"";"LGT-BREQUIGNY-RENNES";"1STI2D1";"Téodor MUSAHAR001";""
"1454581";"";"Parent";"HOWARTH001";"Cappucine";"cappucine.howarth001";"cappucine.howarth001";"w65ahd6y";"";"LGT-BREQUIGNY-RENNES";"1STI2D1";"Yannaël DOMINICI001";""
"656987";"";"Parent";"HOWARTH001";"Kally";"kally.howarth001";"kally.howarth001";"hdbfaevy";"";"LGT-BREQUIGNY-RENNES";"1ST2S3";"Osanne MICHELI001";""
"1664035";"";"Parent";"HOWARTH001";"Mari-Wenn";"mari-wenn.howarth001";"mari-wenn.howarth001";"vajetysj";"";"LGT-BREQUIGNY-RENNES";"TSTMG1";"Ossman CANAVAN001";""
"396592";"";"Parent";"HOWE001";"Flamine";"flamine.howe001";"flamine.howe001";"5jm5p5dk";"";"LGT-BREQUIGNY-RENNES";"1STMG2";"Prime JENSEN001";""
"494359";"";"Parent";"HOWELL001";"Ghina";"ghina.howell001";"ghina.howell001";"zxf3bvgh";"";"LGT-BREQUIGNY-RENNES";"T08";"Sharazed HARMAN001";""
"1612938";"";"Parent";"HOWELLS001";"Maelane";"maelane.howells001";"maelane.howells001";"c6mffncv";"";"LGT-BREQUIGNY-RENNES";"101";"Keltoume PHIPPS001";""
"1601261";"";"Parent";"HOWELLS001";"Noé";"noe.howells001";"noe.howells001";"7v6mnm3d";"";"LGT-BREQUIGNY-RENNES";"108";"Djaouad SHIFANA001";""
"880723";"";"Parent";"HOWES001";"Avana";"avana.howes001";"avana.howes001";"6cgpbt3v";"";"LGT-BREQUIGNY-RENNES";"T08";"Djamyla FADIGA001";""
"597075";"";"Parent";"HUBBARD001";"Bonnet";"bonnet.hubbard001";"bonnet.hubbard001";"pdhsnfwc";"";"LGT-BREQUIGNY-RENNES";"T03";"Symphorien RICCIARDI001";""
"95796";"";"Parent";"HUBBARD001";"Mammadou";"mammadou.hubbard0012";"mammadou.hubbard0012";"5gvzsbg3";"";"LGT-BREQUIGNY-RENNES";"212";"Évy DOMA001";""
"1540998";"";"Parent";"HUBBARD001";"Soilihi";"soilihi.hubbard001";"soilihi.hubbard001";"bfsheymr";"";"LGT-BREQUIGNY-RENNES";"1ST2S1";"Gigliola VANNINI001";""
"184323";"";"Parent";"HUCKSTEP001";"Aydann";"aydann.huckstep001";"aydann.huckstep001";"6n5dskfy";"";"LGT-BREQUIGNY-RENNES";"204";"Marie-Kelly WEIR001";""
"1866441";"";"Parent";"HUDSON001";"Onaissa";"onaissa.hudson001";"onaissa.hudson001";"wys8cx5k";"";"LGT-BREQUIGNY-RENNES";"202";"Gilles BEECH001";""
"529230";"";"Parent";"HUGHES001";"Vesna";"vesna.hughes001";"vesna.hughes001";"hbzs7h3v";"";"LGT-BREQUIGNY-RENNES";"207";"Mahydine SHAFRAZ001";""
"1759185";"";"Parent";"HULL001";"Yliass";"yliass.hull001";"yliass.hull001";"smwgg6pv";"";"LGT-BREQUIGNY-RENNES";"T03";"Mirabelle IKPABI001";""
"1923790";"";"Parent";"HUMAGAI001";"Bilaly";"bilaly.humagai001";"bilaly.humagai001";"hzm7d3xj";"";"LGT-BREQUIGNY-RENNES";"BTS1CG";"Fouhad CUBUS001";""
"667498";"";"Parent";"HUMAGAI001";"Didia";"didia.humagai001";"didia.humagai001";"zpnmfnva";"";"LGT-BREQUIGNY-RENNES";"107";"Purification D'ANDREA001";""
"749261";"";"Parent";"HUMAID001";"Fedwa";"fedwa.humaid0012";"fedwa.humaid0012";"mwssyw89";"";"LGT-BREQUIGNY-RENNES";"210";"Mellyssa SWAN001";""
"1914518";"";"Parent";"HUMAID001";"Zaidou";"zaidou.humaid001";"zaidou.humaid001";"vb9trmmj";"";"LGT-BREQUIGNY-RENNES";"1STL1";"Bo LODHA001";""
"1692735";"";"Parent";"HUMPHREY001";"Chandara";"chandara.humphrey001";"chandara.humphrey001";"s68y6fs4";"";"LGT-BREQUIGNY-RENNES";"DCG3";"Electra KARANJIT001";""
"782976";"";"Parent";"HUMPHRIES001";"Anne-Jeanne";"anne-jeanne.humphries001";"anne-jeanne.humphries001";"9mnnjaxt";"";"LGT-BREQUIGNY-RENNES";"202";"Maïssane ASHFA001";""
"502850";"";"Parent";"HUMPHRIES001";"Sefa";"sefa.humphries001";"sefa.humphries001";"hr4v66jw";"";"LGT-BREQUIGNY-RENNES";"TSTI2D2";"Ludan RIZMA001";""
"1384857";"";"Parent";"HUNT001";"Khaïra";"khaira.hunt001";"khaira.hunt001";"f8chkv36";"";"LGT-BREQUIGNY-RENNES";"207";"Marc-Ange BHANADARI001";""
"545627";"";"Parent";"HURLEY001";"Sharujan";"sharujan.hurley001";"sharujan.hurley001";"nce8dn7e";"";"LGT-BREQUIGNY-RENNES";"BTS1GPME";"Iroise KANTA001";""
"1931241";"";"Parent";"HURST001";"Shainyce";"shainyce.hurst001";"shainyce.hurst001";"g36gh77s";"";"LGT-BREQUIGNY-RENNES";"TSTMG2";"Laith RISHMEE001";""
"1970478";"";"Parent";"HURST001";"Soifia";"soifia.hurst001";"soifia.hurst001";"dsbz4x6g";"";"LGT-BREQUIGNY-RENNES";"DCG3";"Ilhyana BALSAMO001";""
"1403599";"";"Parent";"HUSAIN001";"Chahinda";"chahinda.husain001";"chahinda.husain001";"3v764tha";"";"LGT-BREQUIGNY-RENNES";"208";"Chayenne FAHMEE001";""
"520482";"";"Parent";"HUSAM001";"Aboudou";"aboudou.husam001";"aboudou.husam001";"mbmx3bxj";"";"LGT-BREQUIGNY-RENNES";"BTS1SNEC";"Smaine PEROU001";""
"837401";"";"Parent";"HUSAM001";"Nakady";"nakady.husam0012";"nakady.husam0012";"yrtr4vaf";"";"LGT-BREQUIGNY-RENNES";"1STMG4";"Eva-Luna BHOTE001";""
"687978";"";"Parent";"HUSAM001";"Nakady";"nakady.husam001";"nakady.husam001";"t6meh8bn";"";"LGT-BREQUIGNY-RENNES";"1STI2D1";"Quorentin NASEERA001";""
"578700";"";"Parent";"HUSAM001";"Nakady";"nakady.husam0013";"nakady.husam0013";"v9hzh5mp";"";"LGT-BREQUIGNY-RENNES";"BTS1SAM, 209";"Scherley SPADA001, Yana COOKE001";""
"1639866";"";"Parent";"HUSAM001";"Phany";"phany.husam001";"phany.husam001";"w33jhztz";"";"LGT-BREQUIGNY-RENNES";"BTS1SPS";"Mayeva BAJRACARY001";""
"1009980";"";"Parent";"HUSEN001";"Hudson";"hudson.husen001";"hudson.husen001";"9nmg3egm";"";"LGT-BREQUIGNY-RENNES";"DCG1";"Sydonie ZUHAIR001";""
"1116784";"";"Parent";"HUSHAM001";"Jean-Jules";"jean-jules.husham001";"jean-jules.husham001";"bnh6mvzx";"";"LGT-BREQUIGNY-RENNES";"TSTMG5";"Fouhad ASIM001";""
"598180";"";"Parent";"HUSHAM001";"Justin";"justin.husham001";"justin.husham001";"v4ddfk43";"";"LGT-BREQUIGNY-RENNES";"BTS1GPME";"Fahid ROBINSON001";""
"1576949";"";"Parent";"VASNET001";"Jannice";"fatimzahra.hushama001";"fatimzahra.hushama001";"hjrwstfs";"";"CLG-JACQUES BREL-NOYAL-SUR-VILAINE, LGT-BREQUIGNY-RENNES, CLG-DU QUERPON-VAL D'ANAST, CLG-FRANCOIS COLLOBERT-PONT-DE-BUIS-LES-QUIMERCH, E.E.PU-GUERIN-BREST";", 3V, 224931 - CP";"Kitzy CHAPMAN001, Aoued DHAMI001, Sefana BANA001";""
"238496";"";"Parent";"HUSNEE001";"Boujema";"boujema.husnee001";"boujema.husnee001";"ypjmzy7v";"";"LGT-BREQUIGNY-RENNES";"DNMADE2";"Aïly MAUGERI001";""
"220343";"";"Parent";"HUSNEE001";"Ilonah";"ilonah.husnee001";"ilonah.husnee001";"bxsbf8ee";"";"LGT-BREQUIGNY-RENNES";"TSTMG1";"Marysol DOWNES001";""
"1941224";"";"Parent";"HUSSAIN001";"Fadeusz";"fadeusz.hussain001";"fadeusz.hussain001";"rn43njfv";"";"LGT-BREQUIGNY-RENNES";"1STI2D1";"Quorentin NASEERA001";""
"969587";"";"Parent";"HUSSAIN001";"Hanad";"hanad.hussain0012";"hanad.hussain0012";"kbrc6wy5";"";"LGT-BREQUIGNY-RENNES";"T04";"Djity POUDEL001";""
"570599";"";"Parent";"HUSSAIN001";"Marilaine";"marilaine.hussain001";"marilaine.hussain001";"d5n4tdf9";"";"LGT-BREQUIGNY-RENNES";"214";"Ambeline ASIYA001";""
"471928";"";"Parent";"HUSSEY001";"Sheriane";"sheriane.hussey001";"sheriane.hussey001";"5dnpr7nz";"";"LGT-BREQUIGNY-RENNES";"TSTL1";"Tesse SLEVIN001";""
"210493";"";"Parent";"HUTCHINSON001";"Andres";"andres.hutchinson001";"andres.hutchinson001";"h88rpgee";"";"LGT-BREQUIGNY-RENNES";"DNMADE3";"Elliette SHADHIYA001";""
"1625079";"";"Parent";"HUTTON001";"Hanafi";"hanafi.hutton001";"hanafi.hutton001";"xkbhnpmh";"";"LGT-BREQUIGNY-RENNES";"T02";"Krisna D'URSO001";""
"499649";"";"Parent";"HYATT001";"Chrislaure";"chrislaure.hyatt001";"chrislaure.hyatt001";"jkd4spwe";"";"LGT-BREQUIGNY-RENNES";"BTS1SPS";"Phanelie BURROWS001";""
"1646622";"";"Parent";"HYATT001";"Lili-May";"lili-may.hyatt001";"lili-may.hyatt001";"rj9btb55";"";"LGT-BREQUIGNY-RENNES";"106";"Eldin BHATA001";""
"1619602";"";"Parent";"HYATT001";"Marie-Nadia";"marie-nadia.hyatt001";"marie-nadia.hyatt001";"wzm4rbmv";"";"LGT-BREQUIGNY-RENNES";"111";"Aime SHIHAD001";""
"379111";"";"Parent";"HYDE001";"Lana-Rose";"lana-rose.hyde001";"lana-rose.hyde001";"hgpwhyfa";"";"LGT-BREQUIGNY-RENNES";"1ST2S2";"Deirdre PETRINI001";""
"1927570";"";"Parent";"HYDE001";"Lisianne";"lisianne.hyde001";"lisianne.hyde001";"rbxt63s5";"";"LGT-BREQUIGNY-RENNES";"BTS2CG";"Minahil NOONE001";""
"1142340";"";"Parent";"HYLAND001";"Lemuel";"lemuel.hyland001";"lemuel.hyland001";"emrgzks8";"";"LGT-BREQUIGNY-RENNES";"BTS2SAM";"Djenette WHITE001";""
"70385";"";"Parent";"HYLAND001";"Nermina";"nermina.hyland001";"nermina.hyland001";"bf56ht4s";"";"LGT-BREQUIGNY-RENNES";"DNMADE2";"Nouhaïla NIAMBELE001";""
"572204";"";"Parent";"HYNES001";"Redjy";"redjy.hynes001";"redjy.hynes001";"wbrkxpvs";"";"LGT-BREQUIGNY-RENNES";"110";"Miradi VINCIGUERRA001";""
"1804224";"";"Parent";"IACONO001";"Clyde";"clyde.iacono001";"clyde.iacono001";"5wnzrbwp";"";"LGT-BREQUIGNY-RENNES";"105";"Elodia HARKIN001";""
"1244299";"";"Parent";"IANNONE001";"Élodie";"elodie.iannone001";"elodie.iannone001";"yzdwf3fn";"";"LGT-BREQUIGNY-RENNES";"T08";"Deyven SHAFIU001";""
"56410";"";"Parent";"IBRAHIM001";"Trévor";"trevor.ibrahim001";"trevor.ibrahim001";"6eehyftb";"";"LGT-BREQUIGNY-RENNES";"BTS2SNIR";"Jean-Raoul NUNN001";""
"1846615";"";"Parent";"IDHREES001";"Haled";"haled.idhrees0012";"haled.idhrees0012";"j638tp6f";"";"LGT-BREQUIGNY-RENNES";"T02";"Raymonne NAFEES001";""
"410207";"";"Parent";"IDHREES001";"Sehame";"sehame.idhrees001";"sehame.idhrees001";"txm36jzn";"";"LGT-BREQUIGNY-RENNES";"209";"Astou HAIGH001";""
"1002549";"";"Parent";"IFASHA001";"Guewenn";"guewenn.ifasha001";"guewenn.ifasha001";"scfzfw4d";"";"LGT-BREQUIGNY-RENNES";"205";"Garbis PHUYAML001";""
"708658";"";"Parent";"IFASHA001";"Leo";"leo.ifasha001";"leo.ifasha001";"x368dhg3";"";"LGT-BREQUIGNY-RENNES";"1STMG4";"Akshan BHUSAL001";""
"743038";"";"Parent";"DUPONT001";"Iloe";"rasul.ifasha001";"rasul.ifasha001";"xrzesex6";"";"LGT-BREQUIGNY-RENNES, E.P.PU-TEIR DERVENN-BUBRY";"T06, TSTI2D3, 102, 230156 - CP";"Kagan REEVES001, Tihya SUYAL001, Pierre-Léo TRAOR001, Maelig PASCALE001, Johana GABRIELLI001";""
"1905907";"";"Parent";"IHSAAN001";"Janik";"janik.ihsaan001";"janik.ihsaan001";"84j7tj9m";"";"LGT-BREQUIGNY-RENNES";"T06";"Elior FAHUMY001";""
"888869";"";"Parent";"IHSAAN001";"Lhacen";"lhacen.ihsaan001";"lhacen.ihsaan001";"876zj5eb";"";"LGT-BREQUIGNY-RENNES";"102";"Helora HARIS001";""
"756073";"";"Parent";"IHSAN001";"Almahdi";"almahdi.ihsan0012";"almahdi.ihsan0012";"zarbc3yc";"";"LGT-BREQUIGNY-RENNES";"1STMG5";"Dolores BERGIN001";""
"585402";"";"Parent";"IHSAN001";"Almahdi";"almahdi.ihsan001";"almahdi.ihsan001";"k3kmr53d";"";"LGT-BREQUIGNY-RENNES";"BTS2SAM";"Miriana RUSHDI001";""
"1538793";"";"Parent";"IHSAN001";"Mayling";"mayling.ihsan001";"mayling.ihsan001";"t9mm7pwx";"";"LGT-BREQUIGNY-RENNES";"T04";"Hanaelle ROWLEY001";""
"881405";"";"Parent";"IHSANA001";"Ouassini";"ouassini.ihsana001";"ouassini.ihsana001";"tehwkdxn";"";"LGT-BREQUIGNY-RENNES";"201";"Antso HUGHES001";""
"228285";"";"Parent";"IHUSAAN001";"Keerthana";"keerthana.ihusaan001";"keerthana.ihusaan001";"heepmgc7";"";"LGT-BREQUIGNY-RENNES";"BTS2GPME";"Vénissia CASSANO001";""
"509851";"";"Parent";"IHUSAN001";"Astrig";"astrig.ihusan001";"astrig.ihusan001";"y5jw6rg6";"";"LGT-BREQUIGNY-RENNES";"T05";"Chedly DOLAN001";""
"1944544";"";"Parent";"IHUSAN001";"Mirentchu";"mirentchu.ihusan001";"mirentchu.ihusan001";"pgnkmzka";"";"LGT-BREQUIGNY-RENNES";"DSAA3";"Florianne MARSH001";""
"1162236";"";"Parent";"IHUSAN001";"Nahida";"nahida.ihusan0012";"nahida.ihusan0012";"dvt6j77p";"";"LGT-BREQUIGNY-RENNES";"1ST2S2, 112";"Aëlia EUSTACE001, Djouliane IRVING001";""
"188105";"";"Parent";"IHUSANA001";"Endjy";"endjy.ihusana001";"endjy.ihusana001";"rpzfbx77";"";"LGT-BREQUIGNY-RENNES";"BTS1SPS";"Rosaly LIUSHA001";""
"28510";"";"Parent";"IHUSANA001";"Lùkas";"lukas.ihusana001";"lukas.ihusana001";"5dzghrwv";"";"LGT-BREQUIGNY-RENNES";"BTS1SNEC";"Sadry FLYNN001";""
"983981";"";"Parent";"IKLEEL001";"Mihya";"mihya.ikleel001";"mihya.ikleel001";"nz4964j3";"";"LGT-BREQUIGNY-RENNES";"204";"Edelweiss CALABRO001";""
"69482";"";"Parent";"IKRAM001";"Léanie";"leanie.ikram001";"leanie.ikram001";"dxe4mb4j";"";"LGT-BREQUIGNY-RENNES";"T04";"Manëlle SALEEM001";""
"1224698";"";"Parent";"IKRAM001";"Terri";"terri.ikram001";"terri.ikram001";"kvgtsbdp";"";"LGT-BREQUIGNY-RENNES";"BTS2CG";"Maysie REDAELLI001";""
"405910";"";"Parent";"ILHAM001";"Méliya";"meliya.ilham0012";"meliya.ilham0012";"nzytpj9h";"";"LGT-BREQUIGNY-RENNES";"BTS1GPME";"Laurence CANNING001";""
"1218511";"";"Parent";"ILHAM001";"Nara";"nara.ilham001";"nara.ilham001";"fxvbfhxe";"";"LGT-BREQUIGNY-RENNES";"102";"Fodié ROSE001";""
"1004986";"";"Parent";"ILHAM001";"Sukriye";"sukriye.ilham001";"sukriye.ilham001";"wnfyy5v3";"";"LGT-BREQUIGNY-RENNES";"216";"Lino ZAMPIERI001";""
"1193374";"";"Parent";"ILHAMA001";"Denise";"denise.ilhama0012";"denise.ilhama0012";"cjbp3twx";"";"LGT-BREQUIGNY-RENNES";"BTS2SNIR";"Balthazar ROONEY001";""
"268035";"";"Parent";"ILHAMA001";"Marie-André";"marie-andre.ilhama0012";"marie-andre.ilhama0012";"wcwct56p";"";"LGT-BREQUIGNY-RENNES";"1STMG4";"Lis CASAGRANDE001";""
"923839";"";"Parent";"ILYAS001";"Azhar";"azhar.ilyas001";"azhar.ilyas001";"dcmjtfzs";"";"LGT-BREQUIGNY-RENNES";"BTS1SNEC";"Libert MOOMIN001";""
"591730";"";"Parent";"ILYAS001";"Maywen";"maywen.ilyas001";"maywen.ilyas001";"vt475y7k";"";"LGT-BREQUIGNY-RENNES";"DNMADE2";"Aïly MAUGERI001";""
"248244";"";"Parent";"ILYAS001";"Myrtile";"myrtile.ilyas001";"myrtile.ilyas001";"m7rz7eze";"";"LGT-BREQUIGNY-RENNES";"215";"Anne-Valérie MORELLI001";""
"87210";"";"Parent";"IMAD001";"Leeana";"leeana.imad0012";"leeana.imad0012";"vgxe8cby";"";"LGT-BREQUIGNY-RENNES";"BTS1SPS";"Bahya AIRA001";""
"1911577";"";"Parent";"IMAD001";"Pierre-Loïc";"pierre-loic.imad0012";"pierre-loic.imad0012";"s4tej785";"";"LGT-BREQUIGNY-RENNES";"BTS2SPS";"Mazal PRESCOTT001";""
"882099";"";"Parent";"IMAD001";"Younece";"younece.imad001";"younece.imad001";"4ngzx7ha";"";"LGT-BREQUIGNY-RENNES";"T05, 209";"Leonella SIMEONE001, Linaëlle WANIYAM001";""
"141409";"";"Parent";"IMRAN001";"Jillian";"jillian.imran0012";"jillian.imran0012";"k4dnsasn";"";"LGT-BREQUIGNY-RENNES";"1STD2A";"Marc-Edouard MCDOWELL001";""
"1788856";"";"Parent";"IMRAN001";"Rasul";"rasul.imran001";"rasul.imran001";"yxbazmnn";"";"LGT-BREQUIGNY-RENNES";"DCG1";"Kiefer RUANE001";""
"1641189";"";"Parent";"IMRAN001";"Riley";"riley.imran001";"riley.imran001";"dmbmsaes";"";"LGT-BREQUIGNY-RENNES";"TSTI2D3";"Pierre-Augustin HAMEEZ001";""
"842116";"";"Parent";"IMTHIYAZ001";"Louisianne";"louisianne.imthiyaz0012";"louisianne.imthiyaz0012";"7kenkbff";"";"LGT-BREQUIGNY-RENNES";"1STI2D2";"Stive BANJAR001";""
"1036696";"";"Parent";"IMTHIYAZ001";"Reem";"reem.imthiyaz001";"reem.imthiyaz001";"e7mp37ya";"";"LGT-BREQUIGNY-RENNES";"TST2S3";"Aitana SHAHULA001";""
"1479341";"";"Parent";"IMTHIYAZ001";"Séni";"seni.imthiyaz001";"seni.imthiyaz001";"xxsswkbh";"";"LGT-BREQUIGNY-RENNES";"TSTMG1, TSTI2D2";"Kerry-Ann LYONS001, Esther FRANCIS001";""
"1828245";"";"Parent";"INASA001";"Elizio";"elizio.inasa001";"elizio.inasa001";"mjbjksrz";"";"LGT-BREQUIGNY-RENNES";"215";"Cornel CONNAUGHTON001";""
"1053381";"";"Parent";"HEATH001";"Jaïda";"fily.inasa001";"fily.inasa001";"dvgwcdmh";"";"LGT-BREQUIGNY-RENNES";"BTS1ABM";"Chanell NAVA001";""
"610763";"";"Parent";"INASHA001";"Joséfa";"josefa.inasha001";"josefa.inasha001";"pv8g5795";"";"LGT-BREQUIGNY-RENNES";"BTS2ABM";"Flo GAHA001";""
"1033938";"";"Parent";"INASHA001";"Loran";"loran.inasha0012";"loran.inasha0012";"yn6eyfd6";"";"LGT-BREQUIGNY-RENNES";"111";"Claire-Marie RSIDEV001";""
"150947";"";"Parent";"INASHA001";"Maximilia";"maximilia.inasha001";"maximilia.inasha001";"aek47g4g";"";"LGT-BREQUIGNY-RENNES";"BTS1ATI";"Aymane SHARMEELA001";""
"114858";"";"Parent";"INAYATH001";"Jennyfer";"jennyfer.inayath001";"jennyfer.inayath001";"7v3bfj53";"";"LGT-BREQUIGNY-RENNES";"TSTI2D2";"Badre GILES001";""
"1940502";"";"Parent";"INAZ001";"Laika";"laika.inaz0012";"laika.inaz0012";"ddhyzvxx";"";"LGT-BREQUIGNY-RENNES";"BTS1SPS";"Numidia NAZEER001";""
"1096879";"";"Parent";"INAZ001";"Lorinne";"lorinne.inaz001";"lorinne.inaz001";"5n8tpdjx";"";"LGT-BREQUIGNY-RENNES";"BTS2CG";"Domitille DURKAN001";""
"228131";"";"Parent";"INGHAM001";"Silver";"silver.ingham001";"silver.ingham001";"ec383px8";"";"LGT-BREQUIGNY-RENNES";"101";"Amoro TREANOR001";""
"552090";"";"Parent";"INGRAM001";"Russel";"russel.ingram001";"russel.ingram001";"dm7d34ww";"";"LGT-BREQUIGNY-RENNES";"DCG3";"Senna HORAN001";""
"1432254";"";"Parent";"IODICE001";"Meimouna";"meimouna.iodice001";"meimouna.iodice001";"xhfrdzhg";"";"LGT-BREQUIGNY-RENNES";"1STI2D3";"Djoulian NADHEEMA001";""
"1941293";"";"Parent";"IORIO001";"Nayla";"nayla.iorio001";"nayla.iorio001";"b6b9kpbn";"";"LGT-BREQUIGNY-RENNES";"DCG3";"Justyne BEGHA001";""
"1048958";"";"Parent";"IORIO001";"Sherina";"sherina.iorio001";"sherina.iorio001";"d75xydy8";"";"LGT-BREQUIGNY-RENNES";"T07";"Lylla WATERLAND001";""
"1758610";"";"Parent";"IQBAL001";"Alderick";"alderick.iqbal001";"alderick.iqbal001";"6dpf5ffv";"";"LGT-BREQUIGNY-RENNES";"1STI2D1";"Jilyan CLEERE001";""
"975257";"";"Parent";"IQBAL001";"Diala";"diala.iqbal001";"diala.iqbal001";"3jmy8pna";"";"LGT-BREQUIGNY-RENNES";"1STD2A";"Abdelkerim LESTER001";""
"997588";"";"Parent";"IQBAL001";"Thaïrys";"thairys.iqbal001";"thairys.iqbal001";"gbap3bf4";"";"LGT-BREQUIGNY-RENNES";"TST2S2";"Vithusha CIMMINO001";""
"1873427";"";"Parent";"IRASHA001";"Henrico";"henrico.irasha001";"henrico.irasha001";"g66pszm5";"";"LGT-BREQUIGNY-RENNES";"T04";"Meilie PARTRIDGE001";""
"470949";"";"Parent";"IRASHA001";"Moleon";"moleon.irasha001";"moleon.irasha001";"vh8p6gtd";"";"LGT-BREQUIGNY-RENNES";"BTS1SNIR";"Rodric DELLI001";""
"822979";"";"Parent";"IRFAN001";"Boye";"boye.irfan0012";"boye.irfan0012";"zkjvbbj4";"";"LGT-BREQUIGNY-RENNES";"104";"Anne-Aymone CASTIGLIONE001";""
"1973919";"";"Parent";"IRFAN001";"Charihane";"charihane.irfan001";"charihane.irfan001";"r7sxvxpw";"";"LGT-BREQUIGNY-RENNES";"DCG2";"Vesna FAIZA001";""
"1294304";"";"Parent";"IRFAN001";"Hendryck";"hendryck.irfan001";"hendryck.irfan001";"jdtjgyjw";"";"LGT-BREQUIGNY-RENNES";"101";"Siheme PASIN001";""
"208688";"";"Parent";"IRONS001";"An";"an.irons001";"an.irons001";"7kw8ytw3";"";"LGT-BREQUIGNY-RENNES";"T11";"Maho ASAD001";""
"1987529";"";"Parent";"IRONS001";"Azzaro";"azzaro.irons001";"azzaro.irons001";"6pmc3cfm";"";"LGT-BREQUIGNY-RENNES";"TSTD2A";"Avit UMLAUFT001";""
"1328612";"";"Parent";"IRSHAD001";"Masato";"masato.irshad001";"masato.irshad001";"e3varyp4";"";"LGT-BREQUIGNY-RENNES";"TSTMG1, 217";"Tilya DHARIKAR001, Feycal PETIT001";""
"1235142";"";"Parent";"IRSHAD001";"Zdrislaw";"zdrislaw.irshad001";"zdrislaw.irshad001";"6zyfjcmf";"";"LGT-BREQUIGNY-RENNES";"DNMADE1";"Joachine OCALLAGHAN001";""
"1757292";"";"Parent";"IRUFAAN001";"Chaka";"chaka.irufaan0012";"chaka.irufaan0012";"44kgtrnp";"";"LGT-BREQUIGNY-RENNES";"1STMG1";"Léanna SKINNER001";""
"613657";"";"Parent";"IRUSHAD001";"Nazar";"nazar.irushad001";"nazar.irushad001";"x6snfz94";"";"LGT-BREQUIGNY-RENNES";"TSTI2D2";"Faly SKELLY001";""
"313724";"";"Parent";"IRUSHAD001";"Yi";"yi.irushad001";"yi.irushad001";"7h9gdnp8";"";"LGT-BREQUIGNY-RENNES";"112";"Anousack HASNA001";""
"342786";"";"Parent";"IRVING001";"Darcy";"darcy.irving001";"darcy.irving001";"5tjv5g63";"";"LGT-BREQUIGNY-RENNES";"102";"Reber FRENCH001";""
"1063573";"";"Parent";"IRWIN001";"Alizé";"alize.irwin001";"alize.irwin001";"p5ewhet6";"";"LGT-BREQUIGNY-RENNES";"BTS2CG";"Acher SHANNON001";""
"678456";"";"Parent";"IRWIN001";"Ashvin";"ashvin.irwin001";"ashvin.irwin001";"3jrcvkks";"";"LGT-BREQUIGNY-RENNES";"1STI2D2";"Rayden MCNAMEE001";""
"1110703";"";"Parent";"IRWIN001";"Bertille";"bertille.irwin0012";"bertille.irwin0012";"54gm8hht";"";"LGT-BREQUIGNY-RENNES";"TST2S1";"Noanne MCMENAMIN001";""
"1055357";"";"Parent";"IRWIN001";"Bouzid";"bouzid.irwin001";"bouzid.irwin001";"jfxejdh4";"";"LGT-BREQUIGNY-RENNES";"BTS2ABM";"Glodie WELLS001";""
"1582877";"";"Parent";"IRWIN001";"Taïly";"taily.irwin001";"taily.irwin001";"4yf7fzbe";"";"LGT-BREQUIGNY-RENNES";"BTS1GPME";"Khadiatou KASSAMBARA001";""
"1363822";"";"Parent";"ISAMU001";"Melida";"melida.isamu001";"melida.isamu001";"vynkmsnz";"";"LGT-BREQUIGNY-RENNES";"T11";"Maho ASAD001";""
"728520";"";"Parent";"ISAMU001";"Sahid";"sahid.isamu001";"sahid.isamu001";"ct4n99e7";"";"LGT-BREQUIGNY-RENNES";"BTS1SPS";"Tijana DOYLE001";""
"1748489";"";"Parent";"ISARA001";"Blanche";"blanche.isara001";"blanche.isara001";"sjnw7e34";"";"LGT-BREQUIGNY-RENNES";"T09";"Ayza KEVATIN001";""
"1789763";"";"Parent";"ISHAN001";"Hatun";"hatun.ishan001";"hatun.ishan001";"g8svhj4p";"";"LGT-BREQUIGNY-RENNES";"BTS2GPME";"Reinald LIUSHA001";""
"1825416";"";"Parent";"ISHAN001";"Kedy";"kedy.ishan001";"kedy.ishan001";"6knvs53c";"";"LGT-BREQUIGNY-RENNES";"1STMG5";"Métisse GUPTA001";""
"1553975";"";"Parent";"ISHANA001";"Acil";"acil.ishana001";"acil.ishana001";"he3m5ajz";"";"LGT-BREQUIGNY-RENNES";"T08, 111";"Selian RAYNER001, Marie-Soline DOOLEY001";""
